TransactionID,Date,CustomerID,CustomerSegment,Category,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod
TRX-573066,2025-10-29 06:49:30,41029,VIP,Home & Garden,Blender,3,72.96,218.88,Debit Card
TRX-910326,2025-10-19 00:25:47,17355,Regular,Electronics,Smartphone,1,524.14,524.14,Debit Card
TRX-316173,2026-03-13 22:30:01,82641,Regular,Home & Garden,Blender,1,77.18,77.18,Credit Card
TRX-154040,2025-08-12 23:10:39,80798,VIP,Electronics,Monitor,5,371.25,1856.25,Credit Card
TRX-791442,2026-03-30 20:04:37,25157,Regular,Clothing,Jeans,1,52.01,52.01,Cash
TRX-568288,2026-02-28 20:02:29,29528,Regular,Clothing,Jacket,3,130.1,390.29999999999995,Debit Card
TRX-949153,2025-12-08 17:09:38,25866,Regular,Home & Garden,Coffee Maker,3,62.96,188.88,Debit Card
TRX-598985,2026-04-15 20:31:54,45838,Regular,Sports,Water Bottle,4,24.47,97.88,Credit Card
TRX-308050,2025-10-31 17:56:07,18992,VIP,Clothing,Jeans,4,58.99,235.96,Credit Card
TRX-768692,2025-09-13 03:05:20,92978,Regular,Electronics,Headphones,2,186.73,373.46,Debit Card
TRX-593894,2026-02-23 21:16:31,98395,VIP,Sports,Yoga Mat,1,19.32,19.32,Credit Card
TRX-395968,2026-02-22 22:40:04,62521,Regular,Home & Garden,Plant Pot,2,23.71,47.42,Debit Card
TRX-458997,2025-07-27 00:27:24,52992,VIP,Electronics,Monitor,1,350.67,350.67,Cash
TRX-185097,2025-07-11 18:37:00,21188,Regular,Sports,Tennis Racket,1,131.59,131.59,Debit Card
TRX-862729,2025-09-29 20:50:53,70142,Regular,Electronics,Smartphone,4,587.95,2351.8,Credit Card
TRX-773508,2025-12-04 09:02:08,86569,Regular,Electronics,Monitor,1,329.75,329.75,Debit Card
TRX-980605,2026-02-05 23:17:18,13201,Regular,Home & Garden,Lamp,1,32.26,32.26,Credit Card
TRX-591644,2025-10-24 00:50:41,95181,New,Sports,Yoga Mat,2,30.17,60.34,Credit Card
TRX-771590,2026-01-10 23:29:16,92240,New,Sports,Dumbbells,2,30.32,60.64,Credit Card
TRX-399817,2026-04-06 11:36:53,14705,Regular,Electronics,Headphones,1,113.73,113.73,Credit Card
TRX-540304,2025-09-23 10:33:30,79163,VIP,Home & Garden,Plant Pot,2,23.66,47.32,Credit Card
TRX-406474,2026-04-23 06:11:51,31805,New,Clothing,Jeans,4,47.88,191.52,Credit Card
TRX-370413,2025-09-01 21:12:55,39466,Regular,Sports,Tennis Racket,1,87.6,87.6,Debit Card
TRX-213697,2025-06-25 13:55:26,40340,Regular,Electronics,Headphones,1,98.68,98.68,PayPal
TRX-852689,2025-07-28 18:29:10,40771,New,Sports,Yoga Mat,1,34.65,34.65,Cash
TRX-700350,2025-06-07 15:48:12,64948,Regular,Home & Garden,Plant Pot,1,14.88,14.88,Debit Card
TRX-519645,2025-07-12 16:47:15,82102,New,Clothing,Jeans,3,60.81,182.43,Credit Card
TRX-908475,2025-12-10 16:49:54,25670,Regular,Sports,Yoga Mat,1,21.68,21.68,Credit Card
TRX-396983,2025-09-23 09:33:23,38893,New,Clothing,Jacket,3,94.73,284.19,Credit Card
TRX-229180,2025-10-15 14:45:45,97684,New,Electronics,Smartphone,3,999.87,2999.61,PayPal
TRX-719848,2025-06-08 01:38:02,67939,Regular,Clothing,T-Shirt,2,28.62,57.24,Debit Card
TRX-653815,2026-04-22 16:03:13,23104,Regular,Clothing,Sneakers,1,116.03,116.03,PayPal
TRX-846490,2025-12-09 16:45:24,68800,Regular,Electronics,Smartphone,4,958.43,3833.72,PayPal
TRX-272088,2025-10-18 14:57:29,30517,VIP,Electronics,Laptop,2,1066.02,2132.04,Credit Card
TRX-894520,2025-09-29 16:41:56,57052,New,Sports,Water Bottle,1,23.55,23.55,Debit Card
TRX-793360,2025-08-03 13:18:44,99733,Regular,Sports,Water Bottle,1,16.73,16.73,Credit Card
TRX-707497,2026-04-02 09:23:30,84847,Regular,Home & Garden,Coffee Maker,2,78.23,156.46,Credit Card
TRX-442360,2026-04-16 06:13:41,55870,New,Home & Garden,Blender,1,70.33,70.33,Credit Card
TRX-861830,2026-02-05 06:16:39,25194,New,Sports,Water Bottle,3,24.15,72.44999999999999,Credit Card
TRX-572840,2025-07-03 17:20:45,70068,New,Sports,Dumbbells,2,25.84,51.68,Credit Card
TRX-113937,2025-07-30 00:58:42,22833,New,Sports,Tennis Racket,1,104.2,104.2,PayPal
TRX-397846,2026-03-25 05:36:28,67654,New,Home & Garden,Lamp,1,26.66,26.66,PayPal
TRX-216041,2025-07-13 07:49:38,87812,VIP,Home & Garden,Coffee Maker,2,44.84,89.68,Credit Card
TRX-947935,2025-10-30 21:21:04,25043,Regular,Sports,Tennis Racket,1,138.24,138.24,PayPal
TRX-872610,2026-04-29 00:32:19,19710,Regular,Sports,Dumbbells,1,32.62,32.62,Credit Card
TRX-598807,2025-11-02 03:04:36,81643,New,Electronics,Monitor,2,283.37,566.74,Credit Card
TRX-487939,2025-05-27 11:02:07,67912,Regular,Electronics,Laptop,1,942.83,942.83,Credit Card
TRX-391345,2025-08-06 14:13:10,59689,VIP,Electronics,Headphones,2,126.87,253.74,PayPal
TRX-606748,2026-03-22 03:00:52,12757,Regular,Sports,Tennis Racket,4,53.72,214.88,Credit Card
TRX-504051,2026-04-25 12:42:53,13905,Regular,Electronics,Smartphone,2,633.56,1267.12,Credit Card
TRX-889759,2026-02-14 00:59:35,97670,Regular,Electronics,Laptop,1,1148.29,1148.29,Cash
TRX-540416,2025-10-03 04:04:42,89516,New,Home & Garden,Plant Pot,3,13.59,40.769999999999996,Credit Card
TRX-435690,2025-08-28 16:00:39,21003,Regular,Clothing,Jacket,1,124.64,124.64,Credit Card
TRX-989173,2026-03-09 22:25:56,33519,Regular,Electronics,Monitor,1,320.7,320.7,PayPal
TRX-593393,2025-05-21 13:14:22,44973,New,Sports,Tennis Racket,2,121.42,242.84,Debit Card
TRX-805668,2025-11-10 14:46:38,97806,Regular,Clothing,Jacket,1,104.8,104.8,Credit Card
TRX-739427,2025-07-01 08:33:21,94246,Regular,Sports,Tennis Racket,1,102.39,102.39,Credit Card
TRX-336504,2026-04-19 16:36:10,23069,New,Electronics,Laptop,3,1330.29,3990.87,Debit Card
TRX-785491,2026-03-30 00:06:59,20527,Regular,Home & Garden,Plant Pot,2,16.73,33.46,Credit Card
TRX-180234,2026-01-12 10:39:07,36111,New,Home & Garden,Lamp,1,37.63,37.63,Debit Card
TRX-789545,2026-01-13 20:19:48,75909,Regular,Home & Garden,Plant Pot,4,20.79,83.16,Credit Card
TRX-622952,2025-08-23 21:35:01,83563,Regular,Clothing,Sneakers,2,85.05,170.1,Credit Card
TRX-825399,2026-03-05 13:54:08,15943,Regular,Sports,Water Bottle,4,13.27,53.08,Cash
TRX-872924,2026-01-06 14:00:17,46666,VIP,Clothing,T-Shirt,2,19.67,39.34,Credit Card
TRX-674251,2026-04-16 08:27:42,41850,VIP,Sports,Yoga Mat,3,17.42,52.260000000000005,Credit Card
TRX-401663,2025-10-09 17:07:01,41285,New,Home & Garden,Lamp,1,46.5,46.5,Credit Card
TRX-581294,2025-12-06 03:08:10,72746,New,Clothing,Jacket,1,145.35,145.35,Credit Card
TRX-403978,2026-04-23 21:08:40,84668,Regular,Sports,Yoga Mat,1,26.14,26.14,Credit Card
TRX-761701,2026-02-15 13:17:46,46666,VIP,Clothing,Sneakers,2,114.88,229.76,Credit Card
TRX-693022,2025-06-10 03:18:42,22833,New,Sports,Water Bottle,1,23.66,23.66,Credit Card
TRX-459554,2025-08-25 18:53:52,84963,Regular,Sports,Water Bottle,3,12.6,37.8,PayPal
TRX-450971,2025-09-08 10:56:35,95814,Regular,Clothing,Sneakers,2,53.72,107.44,Debit Card
TRX-803317,2026-01-11 10:46:29,72277,Regular,Clothing,Jeans,3,41.15,123.44999999999999,Debit Card
TRX-310083,2025-11-01 15:03:07,59672,New,Sports,Dumbbells,2,21.92,43.84,Credit Card
TRX-161585,2025-11-20 04:27:00,73956,Regular,Clothing,Sneakers,1,107.51,107.51,Cash
TRX-972881,2026-03-15 05:08:12,80855,New,Electronics,Laptop,1,1407.91,1407.91,Credit Card
TRX-814562,2026-01-09 18:42:28,88222,New,Home & Garden,Blender,1,76.5,76.5,Credit Card
TRX-598705,2026-04-26 19:58:33,20745,New,Sports,Dumbbells,2,47.35,94.7,Debit Card
TRX-691534,2025-11-17 18:02:22,88907,New,Home & Garden,Coffee Maker,4,71.32,285.28,Credit Card
TRX-585884,2025-11-29 14:34:47,16582,Regular,Sports,Water Bottle,1,22.45,22.45,Credit Card
TRX-212860,2025-11-15 00:33:06,88269,New,Clothing,Jeans,1,66.43,66.43,Credit Card
TRX-848420,2026-03-14 16:57:38,40021,VIP,Home & Garden,Blender,1,50.88,50.88,Credit Card
TRX-993021,2025-10-28 12:01:41,98696,Regular,Clothing,Sneakers,2,106.92,213.84,Debit Card
TRX-785386,2025-07-03 18:49:10,16868,New,Clothing,Sneakers,1,116.72,116.72,Credit Card
TRX-706135,2026-01-08 12:24:36,41029,VIP,Sports,Tennis Racket,3,60.01,180.03,Credit Card
TRX-690045,2025-05-23 09:25:30,75612,New,Home & Garden,Coffee Maker,1,93.06,93.06,Debit Card
TRX-513332,2026-02-18 15:58:20,39045,New,Home & Garden,Blender,3,35.79,107.37,Credit Card
TRX-518820,2025-09-19 17:35:56,10851,Regular,Electronics,Laptop,1,869.29,869.29,Credit Card
TRX-593679,2025-12-22 15:40:32,71537,New,Clothing,T-Shirt,1,25.96,25.96,PayPal
TRX-238976,2025-12-25 20:35:07,39871,Regular,Clothing,Jacket,2,85.93,171.86,Credit Card
TRX-729858,2025-05-25 19:40:28,97841,VIP,Electronics,Headphones,1,141.59,141.59,Debit Card
TRX-694587,2025-12-24 12:33:42,98389,New,Sports,Tennis Racket,1,100.88,100.88,Credit Card
TRX-426804,2026-04-28 20:04:07,46342,Regular,Clothing,Jacket,1,122.72,122.72,Debit Card
TRX-614435,2025-07-28 07:20:17,13379,New,Sports,Dumbbells,2,28.35,56.7,Debit Card
TRX-881975,2025-11-01 06:17:19,19287,New,Sports,Water Bottle,1,12.47,12.47,Credit Card
TRX-622332,2026-01-19 01:21:13,99353,Regular,Clothing,Sneakers,2,56.17,112.34,Debit Card
TRX-794395,2025-11-02 11:40:29,10772,Regular,Sports,Dumbbells,1,34.3,34.3,Cash
TRX-642638,2025-10-15 09:27:03,26540,Regular,Electronics,Monitor,1,269.53,269.53,Debit Card
TRX-824211,2026-01-17 09:14:04,67080,Regular,Electronics,Headphones,1,154.1,154.1,Debit Card
TRX-609529,2025-05-11 13:42:21,44795,Regular,Home & Garden,Coffee Maker,1,82.21,82.21,Debit Card
TRX-540460,2026-04-23 22:05:59,88385,New,Electronics,Headphones,1,143.31,143.31,Debit Card
TRX-190277,2025-12-06 14:12:02,46342,Regular,Clothing,Jeans,2,46.24,92.48,Debit Card
TRX-643674,2025-07-04 17:04:41,76698,New,Electronics,Smartphone,2,853.63,1707.26,Credit Card
TRX-125668,2026-04-04 21:15:20,59689,VIP,Clothing,Sneakers,5,84.53,422.65,Credit Card
TRX-740098,2025-11-12 18:11:59,85392,Regular,Clothing,Sneakers,1,51.44,51.44,Credit Card
TRX-564478,2025-08-04 16:39:09,30052,New,Sports,Water Bottle,1,23.9,23.9,Credit Card
TRX-976920,2025-08-06 06:44:42,93320,New,Clothing,Jacket,1,133.43,133.43,Debit Card
TRX-505537,2025-07-08 12:25:59,98501,New,Electronics,Monitor,2,272.98,545.96,Credit Card
TRX-971406,2025-10-23 23:07:01,44671,New,Sports,Dumbbells,1,29.75,29.75,Credit Card
TRX-811902,2026-04-05 21:12:57,60019,Regular,Home & Garden,Lamp,3,23.16,69.48,Debit Card
TRX-547416,2025-08-19 11:43:26,30969,Regular,Clothing,Jeans,1,55.33,55.33,Credit Card
TRX-739760,2026-01-13 00:43:39,10053,Regular,Clothing,Sneakers,2,56.94,113.88,Credit Card
TRX-301170,2026-03-25 21:45:53,22676,New,Clothing,T-Shirt,3,23.54,70.62,Debit Card
TRX-860180,2026-01-19 02:11:39,17936,Regular,Clothing,Sneakers,2,94.15,188.3,Credit Card
TRX-262924,2025-11-25 00:27:10,48452,New,Electronics,Monitor,1,304.7,304.7,Credit Card
TRX-183074,2025-05-08 02:03:47,89482,Regular,Home & Garden,Coffee Maker,1,79.28,79.28,PayPal
TRX-958706,2025-05-07 11:01:42,10350,Regular,Clothing,T-Shirt,2,20.67,41.34,PayPal
TRX-242348,2025-11-03 16:47:51,30730,New,Electronics,Laptop,1,1462.65,1462.65,PayPal
TRX-733698,2025-11-30 15:29:14,87304,VIP,Sports,Yoga Mat,3,30.12,90.36,Credit Card
TRX-678985,2026-03-22 11:01:24,76698,New,Home & Garden,Blender,3,73.94,221.82,Debit Card
TRX-954100,2025-10-02 01:50:42,59797,Regular,Home & Garden,Plant Pot,1,13.25,13.25,Credit Card
TRX-816412,2025-11-09 22:25:42,43386,Regular,Home & Garden,Lamp,1,34.62,34.62,Debit Card
TRX-163194,2025-07-22 05:20:56,70515,Regular,Sports,Water Bottle,1,17.72,17.72,Credit Card
TRX-227455,2026-04-02 18:19:04,80686,Regular,Clothing,T-Shirt,2,26.69,53.38,PayPal
TRX-760141,2026-01-07 01:30:43,90301,Regular,Clothing,T-Shirt,2,29.26,58.52,Credit Card
TRX-746564,2025-10-24 23:18:58,66346,VIP,Electronics,Headphones,5,196.69,983.45,Credit Card
TRX-882395,2026-02-16 22:04:12,30033,New,Electronics,Smartphone,1,919.89,919.89,Debit Card
TRX-899316,2025-05-15 20:21:17,66606,Regular,Clothing,T-Shirt,1,19.09,19.09,PayPal
TRX-403915,2026-03-02 07:17:53,94874,Regular,Sports,Yoga Mat,1,21.83,21.83,Credit Card
TRX-415986,2026-03-19 23:02:12,47700,New,Home & Garden,Coffee Maker,1,87.78,87.78,PayPal
TRX-945392,2025-06-01 19:11:57,81810,New,Electronics,Headphones,1,119.85,119.85,Debit Card
TRX-361504,2025-06-13 17:31:48,19016,Regular,Sports,Water Bottle,4,13.71,54.84,PayPal
TRX-216260,2025-12-13 00:46:03,44664,New,Home & Garden,Plant Pot,2,19.2,38.4,Credit Card
TRX-908812,2026-03-15 02:38:11,61645,Regular,Electronics,Monitor,2,356.92,713.84,Credit Card
TRX-127965,2025-10-08 20:03:13,90623,Regular,Electronics,Headphones,1,113.13,113.13,Debit Card
TRX-693128,2025-11-11 19:34:43,77561,VIP,Electronics,Laptop,1,1075.66,1075.66,Credit Card
TRX-118310,2025-12-26 22:34:32,83620,VIP,Home & Garden,Blender,2,44.74,89.48,Credit Card
TRX-830729,2025-12-21 00:07:15,59131,Regular,Electronics,Headphones,2,190.18,380.36,Debit Card
TRX-546070,2026-01-13 21:42:46,80329,New,Home & Garden,Blender,1,53.08,53.08,Debit Card
TRX-256130,2025-08-02 06:55:35,70889,New,Home & Garden,Lamp,1,23.3,23.3,Credit Card
TRX-259652,2026-04-13 12:31:24,42406,Regular,Home & Garden,Coffee Maker,2,83.93,167.86,Debit Card
TRX-283388,2025-12-02 13:29:40,47093,Regular,Clothing,Jacket,1,84.49,84.49,Credit Card
TRX-866634,2025-10-25 22:19:37,62383,Regular,Electronics,Monitor,4,243.39,973.56,Credit Card
TRX-146168,2026-01-22 12:43:33,16006,VIP,Electronics,Monitor,5,320.74,1603.7,Credit Card
TRX-207650,2025-12-31 12:46:48,38221,Regular,Clothing,Jacket,4,129.17,516.68,Debit Card
TRX-389913,2026-01-04 11:42:35,92155,New,Electronics,Headphones,1,139.35,139.35,Credit Card
TRX-764299,2025-10-20 04:16:38,71694,Regular,Clothing,Sneakers,1,63.85,63.85,Debit Card
TRX-247247,2025-12-06 03:29:17,30758,Regular,Home & Garden,Blender,1,72.37,72.37,Debit Card
TRX-967176,2025-08-17 08:40:46,96870,Regular,Sports,Yoga Mat,4,24.93,99.72,Debit Card
TRX-947808,2025-09-18 02:17:27,90676,Regular,Home & Garden,Blender,2,38.76,77.52,Debit Card
TRX-103883,2025-11-16 20:39:06,62383,Regular,Electronics,Laptop,1,951.48,951.48,PayPal
TRX-434826,2025-11-08 15:16:20,13783,New,Electronics,Monitor,3,206.43,619.29,Credit Card
TRX-908878,2026-01-25 02:52:48,89964,Regular,Clothing,T-Shirt,4,28.17,112.68,Debit Card
TRX-354963,2025-06-23 04:08:12,53515,New,Sports,Tennis Racket,1,136.43,136.43,Credit Card
TRX-100301,2025-06-30 20:25:32,86011,Regular,Sports,Tennis Racket,4,116.44,465.76,Credit Card
TRX-213844,2025-05-07 03:18:32,39816,VIP,Sports,Yoga Mat,2,17.62,35.24,Credit Card
TRX-834335,2026-03-23 22:54:11,89997,Regular,Clothing,Jeans,2,68.37,136.74,Credit Card
TRX-232315,2025-05-17 06:42:08,50189,Regular,Clothing,Jeans,1,53.78,53.78,Debit Card
TRX-789247,2026-01-07 06:35:54,62089,Regular,Sports,Yoga Mat,4,21.7,86.8,PayPal
TRX-225461,2025-10-01 10:08:05,65461,VIP,Clothing,Jacket,1,88.65,88.65,Debit Card
TRX-229988,2025-12-07 13:54:50,96706,New,Sports,Yoga Mat,2,27.77,55.54,Credit Card
TRX-638807,2025-06-16 01:23:32,86019,New,Clothing,Jeans,1,56.77,56.77,Credit Card
TRX-679826,2025-07-21 13:26:58,49857,Regular,Clothing,Jacket,2,146.73,293.46,Credit Card
TRX-457264,2025-07-20 13:51:15,24993,VIP,Sports,Yoga Mat,1,34.26,34.26,Debit Card
TRX-373453,2025-09-26 16:06:23,92397,Regular,Clothing,Sneakers,2,95.4,190.8,Debit Card
TRX-789922,2026-03-13 06:04:33,96363,Regular,Clothing,Jacket,1,137.75,137.75,PayPal
TRX-429861,2025-06-05 21:43:22,12799,New,Clothing,Sneakers,2,66.95,133.9,Debit Card
TRX-513697,2026-03-14 12:45:53,61856,Regular,Electronics,Monitor,4,319.53,1278.12,Credit Card
TRX-480160,2025-08-02 09:56:38,41300,Regular,Sports,Dumbbells,1,51.29,51.29,Debit Card
TRX-516226,2026-02-23 01:13:56,68756,Regular,Home & Garden,Lamp,1,22.37,22.37,Debit Card
TRX-127029,2025-09-21 05:18:06,67132,New,Sports,Yoga Mat,1,19.88,19.88,Debit Card
TRX-724041,2025-12-10 02:41:52,80292,VIP,Home & Garden,Blender,3,65.26,195.78000000000003,Credit Card
TRX-816586,2025-08-06 00:19:55,91987,New,Electronics,Monitor,1,153.6,153.6,Cash
TRX-994016,2025-06-04 15:18:02,30676,Regular,Home & Garden,Coffee Maker,1,82.98,82.98,PayPal
TRX-611984,2025-05-23 00:50:33,67422,VIP,Sports,Tennis Racket,2,74.2,148.4,Debit Card
TRX-243132,2025-06-12 20:32:51,89276,Regular,Sports,Water Bottle,3,18.47,55.41,PayPal
TRX-810091,2025-11-18 21:37:51,34983,Regular,Sports,Dumbbells,1,45.92,45.92,PayPal
TRX-222034,2026-01-15 09:43:02,76768,Regular,Electronics,Smartphone,4,594.49,2377.96,PayPal
TRX-853448,2025-06-25 11:10:02,59968,Regular,Clothing,Jeans,1,51.77,51.77,Credit Card
TRX-970068,2025-10-31 04:31:59,71069,New,Electronics,Smartphone,2,988.95,1977.9,Debit Card
TRX-989136,2025-06-22 15:20:47,22833,New,Home & Garden,Coffee Maker,2,94.28,188.56,PayPal
TRX-334843,2025-10-28 09:43:05,34050,New,Electronics,Monitor,1,306.92,306.92,Debit Card
TRX-843470,2025-12-04 12:28:37,71894,Regular,Sports,Yoga Mat,3,20.75,62.25,Credit Card
TRX-642121,2025-11-24 02:00:45,80776,New,Electronics,Monitor,2,315.55,631.1,Credit Card
TRX-333020,2025-09-24 18:02:36,73156,Regular,Sports,Tennis Racket,3,59.8,179.39999999999998,PayPal
TRX-961613,2026-04-12 22:49:50,25194,New,Sports,Dumbbells,1,22.77,22.77,Debit Card
TRX-534153,2025-05-18 08:57:07,60205,New,Clothing,Jeans,3,79.74,239.21999999999997,Credit Card
TRX-905305,2025-10-24 06:26:13,30706,New,Sports,Yoga Mat,1,20.14,20.14,Debit Card
TRX-298148,2026-02-23 04:19:55,92719,Regular,Electronics,Smartphone,3,910.87,2732.61,PayPal
TRX-220607,2026-04-01 07:33:09,63955,New,Sports,Dumbbells,1,35.58,35.58,Credit Card
TRX-838747,2025-11-16 00:10:10,68287,VIP,Electronics,Smartphone,3,914.16,2742.48,Credit Card
TRX-581037,2026-03-27 17:47:21,22739,Regular,Clothing,Sneakers,1,69.41,69.41,Debit Card
TRX-149261,2026-04-25 12:23:54,80457,New,Sports,Water Bottle,4,10.07,40.28,Credit Card
TRX-887009,2025-05-09 21:46:19,64524,VIP,Sports,Dumbbells,1,33.82,33.82,Debit Card
TRX-791982,2025-10-15 02:56:14,66179,New,Home & Garden,Plant Pot,3,17.88,53.64,Debit Card
TRX-744693,2025-08-25 00:40:16,86569,Regular,Home & Garden,Lamp,1,29.27,29.27,Credit Card
TRX-614688,2026-03-07 19:43:52,41300,Regular,Sports,Yoga Mat,1,22.22,22.22,Credit Card
TRX-226312,2025-06-21 02:01:13,59925,New,Home & Garden,Blender,1,60.39,60.39,Debit Card
TRX-360781,2025-08-16 03:20:08,19329,New,Clothing,Sneakers,4,116.38,465.52,Credit Card
TRX-192724,2026-02-18 06:01:37,18418,Regular,Electronics,Smartphone,4,800.75,3203.0,Credit Card
TRX-434617,2025-08-02 14:05:39,46500,New,Sports,Tennis Racket,3,105.51,316.53000000000003,Credit Card
TRX-628689,2025-06-21 23:49:57,80776,New,Home & Garden,Blender,3,50.3,150.89999999999998,Credit Card
TRX-276324,2025-08-19 12:36:18,16630,Regular,Clothing,Jacket,1,126.44,126.44,Credit Card
TRX-587002,2025-07-18 22:33:59,52487,New,Sports,Water Bottle,1,12.68,12.68,Debit Card
TRX-602073,2025-11-02 17:44:06,21395,New,Sports,Water Bottle,2,14.82,29.64,Debit Card
TRX-375285,2026-03-11 08:57:09,13201,Regular,Electronics,Monitor,4,346.93,1387.72,Debit Card
TRX-632060,2025-07-22 07:48:12,57419,Regular,Clothing,T-Shirt,2,29.78,59.56,Credit Card
TRX-201987,2025-10-24 15:17:11,99539,Regular,Sports,Tennis Racket,2,129.79,259.58,Credit Card
TRX-417393,2026-01-22 21:24:38,99241,Regular,Home & Garden,Lamp,3,36.12,108.35999999999999,Debit Card
TRX-457546,2026-03-10 02:36:43,60140,Regular,Clothing,Sneakers,1,114.6,114.6,Credit Card
TRX-316642,2025-12-19 18:06:40,80855,New,Home & Garden,Coffee Maker,1,84.92,84.92,Credit Card
TRX-161352,2025-06-26 11:01:51,51224,Regular,Home & Garden,Plant Pot,1,15.13,15.13,Credit Card
TRX-361982,2025-08-17 12:03:09,96846,New,Electronics,Laptop,1,816.46,816.46,PayPal
TRX-695673,2025-12-05 11:52:25,64008,Regular,Home & Garden,Plant Pot,2,22.64,45.28,Credit Card
TRX-716735,2025-06-19 12:16:37,25220,Regular,Home & Garden,Coffee Maker,3,41.48,124.44,PayPal
TRX-922911,2026-03-13 06:01:23,72296,Regular,Sports,Water Bottle,4,23.5,94.0,Credit Card
TRX-877446,2026-04-16 14:35:48,79621,New,Clothing,T-Shirt,1,27.95,27.95,Credit Card
TRX-236637,2025-09-06 08:03:04,99166,New,Home & Garden,Lamp,1,34.56,34.56,Debit Card
TRX-388792,2025-10-04 04:55:25,77000,Regular,Sports,Dumbbells,1,54.65,54.65,PayPal
TRX-216478,2025-07-24 23:33:57,21114,Regular,Electronics,Laptop,1,959.8,959.8,Debit Card
TRX-464340,2026-01-01 09:57:57,68008,Regular,Home & Garden,Coffee Maker,1,85.22,85.22,PayPal
TRX-929622,2025-11-06 10:25:38,92719,Regular,Electronics,Monitor,1,344.53,344.53,Credit Card
TRX-574579,2025-06-09 12:07:01,80592,New,Electronics,Monitor,1,390.3,390.3,Credit Card
TRX-471106,2025-12-01 22:38:13,25860,Regular,Electronics,Laptop,1,1231.38,1231.38,PayPal
TRX-357724,2026-01-07 02:00:22,45179,New,Clothing,T-Shirt,1,29.32,29.32,Credit Card
TRX-558745,2026-01-01 23:14:31,77000,Regular,Electronics,Headphones,4,95.73,382.92,Debit Card
TRX-172518,2026-03-14 18:14:47,82845,VIP,Electronics,Laptop,4,1013.22,4052.88,Cash
TRX-139557,2025-11-24 00:08:55,45976,Regular,Clothing,T-Shirt,2,16.45,32.9,Credit Card
TRX-661307,2026-04-28 20:09:32,33021,New,Clothing,Sneakers,4,94.79,379.16,Credit Card
TRX-164153,2025-12-18 05:57:45,46517,Regular,Sports,Tennis Racket,2,112.41,224.82,Credit Card
TRX-235410,2025-11-25 01:02:19,19287,New,Electronics,Smartphone,1,797.88,797.88,Cash
TRX-889911,2025-12-16 05:04:04,31417,VIP,Sports,Tennis Racket,3,146.18,438.54,Credit Card
TRX-280426,2025-08-25 17:05:20,96356,Regular,Electronics,Monitor,3,390.69,1172.07,Credit Card
TRX-513989,2025-10-03 07:01:23,77715,New,Sports,Tennis Racket,2,67.63,135.26,Credit Card
TRX-150121,2025-09-03 17:36:32,76244,Regular,Home & Garden,Blender,1,69.19,69.19,Debit Card
TRX-524745,2025-06-01 10:31:05,47353,Regular,Clothing,T-Shirt,4,20.71,82.84,Debit Card
TRX-839883,2025-09-29 04:39:16,93579,Regular,Home & Garden,Lamp,1,40.06,40.06,Debit Card
TRX-327727,2025-09-08 20:22:09,71069,New,Clothing,Jeans,1,68.95,68.95,Credit Card
TRX-734555,2025-09-21 01:17:24,15695,New,Sports,Tennis Racket,1,122.94,122.94,Debit Card
TRX-439403,2026-02-09 03:25:09,25292,New,Home & Garden,Lamp,2,36.34,72.68,Credit Card
TRX-178794,2025-11-08 18:59:38,51180,VIP,Clothing,T-Shirt,4,15.69,62.76,Debit Card
TRX-128673,2025-09-10 02:45:58,88385,New,Home & Garden,Blender,1,38.52,38.52,Credit Card
TRX-948799,2026-01-12 02:25:21,24029,Regular,Home & Garden,Coffee Maker,1,59.66,59.66,PayPal
TRX-879020,2026-02-27 03:57:13,15014,Regular,Electronics,Monitor,2,329.76,659.52,Credit Card
TRX-488848,2025-05-31 18:57:30,83147,Regular,Clothing,T-Shirt,3,26.49,79.47,Credit Card
TRX-295646,2025-10-20 19:51:39,86011,Regular,Sports,Yoga Mat,2,31.59,63.18,Credit Card
TRX-732275,2025-11-18 16:22:34,71797,New,Clothing,Jeans,1,45.57,45.57,Debit Card
TRX-177479,2025-11-12 15:18:18,86858,Regular,Clothing,Jeans,1,67.61,67.61,Credit Card
TRX-806848,2025-07-21 13:17:19,30866,New,Home & Garden,Lamp,1,59.25,59.25,Cash
TRX-341358,2025-12-13 11:51:23,31567,Regular,Clothing,T-Shirt,1,18.38,18.38,Credit Card
TRX-949785,2025-07-27 02:45:17,36071,New,Clothing,Jacket,2,131.7,263.4,Credit Card
TRX-440698,2026-02-08 19:25:47,56898,New,Home & Garden,Blender,1,58.15,58.15,Debit Card
TRX-438480,2025-09-26 20:42:18,95649,New,Electronics,Smartphone,1,513.48,513.48,Credit Card
TRX-778428,2025-12-24 15:30:22,81118,Regular,Sports,Water Bottle,1,10.83,10.83,PayPal
TRX-936865,2025-07-27 09:13:15,88504,New,Sports,Water Bottle,2,18.84,37.68,Credit Card
TRX-468332,2025-05-22 15:04:45,31299,Regular,Home & Garden,Blender,2,68.47,136.94,Debit Card
TRX-676884,2025-09-16 18:32:01,20322,Regular,Clothing,Sneakers,1,87.83,87.83,Debit Card
TRX-961240,2026-03-10 00:50:17,29442,Regular,Clothing,Jeans,1,42.36,42.36,Credit Card
TRX-217791,2025-11-23 05:19:09,94659,Regular,Clothing,Jeans,1,45.63,45.63,Debit Card
